問題発見日,記入者,ユニットコード,図品番,不具合内容,対策内容,発生タイミング,項目,設計回答日,設計回答者,完了予定日,図面修正完了日,対策品集合日,対策完了日,blank,SEで見切るべき,SEで見れない,設計未対応,発生タイミング,項目,サイレン,組付課名,管理番号,製作番号,基盤,設備名,日付差,対策完了日,担当組付課,機種コード,担当設計室
2025/1/31,田中,,,"上加圧軸の落下防止ピン検知センサが検知しない
※センサの位置調整ができず高さ方向が合わない為",はめ込み部品のワッシャを外して高さを調整,機器調整,設計不良,2025/1/27,高山,2025/1/27,2025/1/27,,2025/3/20,,,,,機器調整,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,-5,2025/1/27,QEE31,ZL1489,0:00:00
2025/2/6,田中,VGK335,,"機内上部に上る際に高所作業になるが
安全帯のフックをかける場所がない",フック取り付けます,,,2025/2/28,牧,2025/2/28,2025/2/28,2025/2/28,2025/2/28,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,17,2025/2/28,QEE31,ZL1489,0:00:00
2025/2/6,田中,ZXC884,,真空ポンプの架台　可動時に持ち手がない,取っ手と金属部の接触防止プレート をつけます,,,2025/3/14,E課　小澤,2025/3/25,,,2025/5/6,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,34,2025/3/25,QEE31,ZL1489,0:00:00
2025/2/10,田中,HWD145,,"下側DS/WSの箔搬送ﾊﾝﾄﾞ送り軸の原点が
20㎜程度すれていた
※カップリングの締結力不足？",定格トルクで再締め付け実施(メーカー不具合),機器調整,不良品,2025/2/27,瀬戸,2025/2/11,無し,無し,2025/2/11,,,,,機器調整,不良品,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,2,2025/2/11,QEE31,ZL1489,0:00:00
2025/2/11,北川,ACE159,,"シャーカット上刃昇降軸の上側ベースの取り付けが
ピンと肩当でケンカしてる",肩当ブロック取り外し,,,,菊池,,,,2025/3/20,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,90,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/20,田中,,,レーザーY軸がDS側にいる際に上加圧送り軸をｼｰﾙ受取位置に移動すると上ｼｰﾙｸﾗﾝﾌﾟ昇降軸の配線が干渉する,"瀬戸さん、池間さんに確認済み
BKT製作します",,,,E課　小澤,,,,2025/2/28,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,83,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/20,田中,,,"タンデム位置ズレ異常で緊急停止した際に
停止のタイミングの差により軸が滑り原点がずれる
（下加圧送りで起きた問題）",カップリング再締付。様子見,機器調整,懸念事項,2025/4/2,上條,2025/4/2,無し,無し,2025/5/26,,,,,機器調整,懸念事項,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,30,2025/4/2,QEE31,ZL1489,0:00:00
2025/2/20,北川,BSA141,94,パット部高さ調整できない,"ユニット組付け時に調整ください
実証はこのまま少量で改善",総組付,設計不良,2025/4/2,高山,無し,無し,無し,2025/5/6,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,83,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/20,北川,BSA142,3,"プレートの位置決めがなく
シリコン位置が変わる、加圧位置の再現できない","ピンを利用してシリコンの位置を決めます
(プレートの位置決めはしない)",総組付,設計不良,2025/3/17,瀬戸,無し,無し,無し,2025/5/26,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,83,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/20,北川,BSA142,3,"シリコンゴムシート真っ直ぐ貼れない
シリコンのズレによる加圧部位ズレ懸念","埋め込み式に変更します。
面圧分布均一化も同時対策。",総組付,設計不良,2025/3/17,瀬戸,2025/5/19,2025/4/11,2025/5/15,2025/5/6,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,63,2025/5/19,QEE31,ZL1489,0:00:00
2025/2/20,北川,BSA142,3,"プレート（21kg）に持ち手欲しい。分解・組付時に
両端を手で把持するしかなく滑らせ、手を挟む",号口機にて対応,総組付,要望,,牧,無し,無し,無し,2025/5/6,,,,,総組付,要望,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,83,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/21,田中,ACE159,,"ｼｬｰｶｯﾄ下刃　ゲイン調整　波形NG
※応答性NGでゲイン上げるとスティックスリップ発生",台形波形に変更します,総組付,設計不良,2025/4/1,上條,2025/5/28,,無し,,,,,,総組付,設計不良,中,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,69,2025/5/28,QEE31,ZL1489,0:00:00
2025/2/21,田中,ACE159,,"ｼｬｰｶｯﾄ送り軸　ゲイン調整　波形NG
※応答時間がギリギリ","現状で問題なしと判断します
明知で連続動作でのワーク確認",総組付,懸念事項,2025/4/1,上條,2025/4/1,無し,無し,,,,,,総組付,懸念事項,中,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,28,2025/4/1,QEE31,ZL1489,0:00:00
2025/2/24,北川,,,"シールバックアッププレートと4MTR43下シール送り
クランプモーター配線が干渉する",ブラケット変更,,,2025/3/14,E課　小澤,2025/5/30,,,2025/5/16,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,70,2025/5/30,QEE31,ZL1489,0:00:00
2025/2/24,北川,,,"ゲイン調整残
",明知で実施,総組付,懸念事項,2025/4/2,瀬戸,2025/5/28,無し,無し,2025/6/16,,,,,総組付,懸念事項,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,68,2025/5/28,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,"シール甘噛み補正量が2mm超えると
シール切断送り軸がソフトリミットにいく",ソフトリミットと補正量の見直し,機器調整,設計不良,2025/3/7,瀬戸,2025/3/7,無し　,無し,2025/3/20,,,,,機器調整,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,7,2025/3/7,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,"上加圧ユニット剛性不足により
シリコンを押し切れない",形状見直し。剛性UPの対策品準備。,機器調整,設計不良,2025/2/28,高山,,,2025/3/13,2025/3/14,,,,,機器調整,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,78,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,下ｼｰﾙ準備ｻｲｸﾙ　切断ﾕﾆｯﾄ送り時にｼｰﾙに接触する,サイクルの変更,機器調整,組付不良,2025/3/7,瀬戸,,無し,無し,2025/3/20,,,,,機器調整,組付不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,78,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,"巻き出しｼｰﾙｾｯﾄプレートにｼｰﾙをセットするのが大変
（側板を外した場合）",外すのは片側にします,機器調整,作業性,2025/3/7,瀬戸,2025/4/8,,,2025/3/7,,,,,機器調整,作業性,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,29,2025/4/8,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,シール吸着破壊時に元圧が低下し運転準備が落ちる,"現状図面を基にした計算結果と実測値を確認し
必要な対策を検討（配管径アップ等）
⇒1次側3点セット容量アップ、フィルター変更",機器調整,設計不良,2025/3/7,高山,2025/4/14,2025/5/21,2025/6/25,,,,,,機器調整,設計不良,中,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,33,2025/4/14,QEE31,ZL1489,0:00:00
2025/2/27,田中,,,下加圧軸　ｼｰﾙ吸着位置　トルク異常が発生する,下降時と同じ速度、加速時間に変更,総組付,設計不良,,高山,,無し,無し,2025/3/20,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,78,2025/6/16,QEE31,ZL1489,0:00:00
2025/2/28,田中,BSA142,,下加圧サーボモータコネクタに足が当たる、コネクタ破損、カバーお願いします。,"コネクタと
カバー追加します",,,2025/3/14,E課　小澤,2025/3/25,2025/3/24,2025/3/31,2025/5/16,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,18,2025/3/25,QEE31,ZL1489,0:00:00
2025/3/7,北川,,,"シールカット刃、スリット刃の予備を1セットずつほしい。
検討お願いします。",予備刃を手配します（電製手配）,総組付,保全性,2025/3/17,瀬戸,2025/6/1,無し,無し,2025/3/17,,,,,総組付,保全性,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,61,2025/6/1,QEE31,ZL1489,0:00:00
2025/3/11,田中,,,吸着破壊時に元圧が低下する,No.265と同じ内容,,,,,,,,2025/3/17,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,70,2025/6/16,QEE31,ZL1489,0:00:00
2025/3/12,北川,,,機内に入る際に真空センサに足が当たる,位置変更します,,,2025/3/14,E課　小澤,2025/3/14,2025/3/14,,2025/5/6,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,3,2025/3/14,QEE31,ZL1489,0:00:00
2025/3/12,北川,,,短辺4kW発振器用チラーの継ぎ手見直し,"水漏れ部の巻き替えようの継手を手配しました。
フィルター交換時の水止めは不要と使用部署と合意済です。 継手の変更結果に応じてBKTの長穴位置の変更します。",,,2025/3/14,E課　小澤,2025/4/1,2025/4/1,2025/4/7,2025/5/16,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,15,2025/4/1,QEE31,ZL1489,0:00:00
2025/3/12,北川,,,レーザーのファイバー線取り回し用の可動架台が動きやすく危ないためストッパーが欲しい（長辺も共通）,ずれ防止を追加 M設計にて手配,,,2025/3/26,E課　小澤,2025/4/11,2025/3/14,2025/3/21,2025/5/16,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,23,2025/4/11,QEE31,ZL1489,0:00:00
2025/3/12,北川,,,上加圧部吸着配管がクランプと干渉する,ブラケットモデル変更します,,,2025/3/12,E課　小澤,2025/4/1,2025/2/24,2025/3/4,2025/5/22,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,15,2025/4/1,QEE31,ZL1489,0:00:00
2025/3/19,北川,,,"真空ポンプユニット排気部フィルタの予備がほしい。
検討お願いします。",予備品は電製手配のため共有しておきます,総組付,保全性,2025/3/26,瀬戸,2025/3/27,無し,無し,2025/3/27,,,,,総組付,保全性,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,7,2025/3/27,QEE31,ZL1489,0:00:00
2025/3/19,北川,,,真空ポンプユニット排気部フィルタがホルダから取れる,直付けに継手変更 （継手はメカにて手配）,,,2025/3/28,E課　小澤,,,,2025/5/16,,,,,,,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,64,2025/6/16,QEE31,ZL1489,0:00:00
2025/3/19,北川,,,"非常停止の度に4kwレーザー発振器が異常でる。
復帰に発振器電源の停復電が毎回発生",発振器の仕様のため現状とさせてください。,総組付,作業性,2025/3/26,瀬戸,2025/3/26,無し,無し,2025/5/16,,,,,総組付,作業性,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,6,2025/3/26,QEE31,ZL1489,0:00:00
2025/3/19,北川,,,下加圧軸シール受け取る際にトルク上限発生する,サイクルの変更,総組付,設計不良,2025/3/26,高山,2025/5/28,,無し,,,,,,総組付,設計不良,中,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,51,2025/5/28,QEE31,ZL1489,0:00:00
2025/3/19,北川,,,"チラー温度上限出る
暫定：TEMP READY H.band1.0→9.9に変更
パラメータ値見直しできませんか","TEMP REDY が外れる時間
Redy Over 5→６００に設定",総組付,設計不良,2025/3/25,上條,2025/3/25,2025/3/25,ー,2025/3/25,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,5,2025/3/25,QEE31,ZL1489,0:00:00
2025/3/20,田中,,,サーボ異常が異常リセットで消えない,明知調整時、現象を再確認します,機器調整,設備品質,2025/4/25,瀬戸,無し,無し,無し,2025/6/16,,,,,機器調整,設備品質,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,63,2025/6/16,QEE31,ZL1489,0:00:00
2025/3/20,田中,,,バーンペーパーの設置に位置決めがない,恒久的に不要のため現状,総組付,要望,2025/3/27,牧,無し,無し,無し,2025/5/6,,,,,総組付,要望,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,63,2025/6/16,QEE31,ZL1489,0:00:00
2025/3/20,田中,,,ﾚｰｻﾞｰ照射時にマスキング周辺が熱くなる,現状,総組付,懸念事項,2025/4/2,瀬戸,無し,無し,無し,2025/5/6,,,,,総組付,懸念事項,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,63,2025/6/16,QEE31,ZL1489,0:00:00
2025/3/20,田中,,,巻出ユニット下部より漏れ光の規格NG,カバー対策品準備します,総組付,設計不良,2025/3/26,瀬戸,2025/4/11,2025/4/11,2025/5/16,2025/5/26,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,17,2025/4/11,QEE31,ZL1489,0:00:00
2025/3/20,田中,,,ブロー用エアーの三方弁よりエアー漏れが発生している,搬出時に増し締めします,総組付,設備品質,2025/4/2,瀬戸,2025/4/2,無し,無し,2025/5/16,,,,,総組付,設備品質,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,10,2025/4/2,QEE31,ZL1489,0:00:00
2025/3/24,北川,,,"シャーカットクランプの樹脂プレート取付穴の
ヘリサート施工不良、固定時の軸力不足",タップ切り直し,総組付,不良品,2025/4/1,瀬戸,2025/4/1,無し,無し,2025/5/6,,,,,総組付,不良品,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,7,2025/4/1,QEE31,ZL1489,0:00:00
2025/3/24,北川,,,シャーカットLM下部のオイルパンがパスラインと干渉する,オイルパン取り付け部の高さ修正,総組付,設計不良,2025/3/25,高山,2025/4/2,2025/3/28,2025/3/28,2025/5/6,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,8,2025/4/2,QEE31,ZL1489,0:00:00
2025/4/1,北川,,,"シッピングBKT数が多い
モータブレーキ解除が必要
現位置で固定できないか",次期(PHEV)考慮します,搬出準備,作業性,2025/4/2,高山,無し,無し,無し,2025/5/6,,,,,搬出準備,作業性,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,55,2025/6/16,QEE31,ZL1489,0:00:00
2025/4/4,北川,,,"VSA119-059 搬送BKTが配線と干渉
モデルも同様に干渉、配線取り外しました",今後に生かします。配線干渉なき用設計。,搬出準備,設計不良,2025/4/11,牧,無し,無し,無し,2025/5/6,,,,,搬出準備,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,52,2025/6/16,QEE31,ZL1489,0:00:00
2025/5/15,田中,,,照明スイッチ箱が取り付いていない,"ブラケット製作、手配します
CN-14,CN-37",配線作業,設計不良,2025/5/15,松本,2025/5/21,2025/5/21,2025/5/21,2025/6/6,,,,,配線作業,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,5,2025/5/21,QEE31,ZL1489,0:00:00
2025/5/16,北川,,,チラー架台の操作性悪い,"キャスター部変更します
D4-2,D4-7,D4-4",総組付,設計不良,2025/5/16,牧,2025/5/21,2025/5/21,2025/5/21,2025/6/6,,,,,総組付,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,4,2025/5/21,QEE31,ZL1489,0:00:00
2025/5/16,北川,,,"バルブ排気ポートサイレンサ紛失、手配お願いします
型式：ANA1-C10",手配しました,配管作業,組付不良,2025/5/16,高山,2025/5/23,2025/5/16,2025/5/23,2025/6/6,,,,,配管作業,組付不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,6,2025/5/23,QEE31,ZL1489,0:00:00
2025/5/22,北川,,,"短辺機内入線口にファイバー線入らない
プレート形状変更お願いします",プレート変更します。,配線作業,設計不良,2025/5/27,松本,2025/5/30,2025/5/22,2025/5/29,2025/6/6,,,,,配線作業,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,7,2025/5/30,QEE31,ZL1489,0:00:00
2025/5/22,北川,,,"ファイバー線収納ラックを可動させる際、ファイバー線を
引っ張り、負荷がかかる",施工後は収納ラック可動を不可とすべく、ロックプレート追加し、『保全時以外可動禁止』の銘板取り付け。,配線作業,設計不良,2025/5/27,松本,無し,無し,無し,2025/5/27,,,,,配線作業,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,18,2025/6/16,QEE31,ZL1489,0:00:00
2025/5/26,田中,,,"チョコ停ウォッチャー干渉
（WS上箔ﾊﾝﾄﾞ、下側ｼｰﾙ送り）",ブラケットを再製作します,機器調整,設計不良,2025/5/27,瀬戸,2025/6/2,2025/6/2,2025/6/17,,,,,,機器調整,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,6,2025/6/2,QEE31,ZL1489,0:00:00
2025/5/28,田中,,,エアオペバルブ銘板必要ではないですか？,作成しました,機器調整,要望,2025/5/29,瀬戸,2025/6/11,2025/6/11,2025/6/17,2025/6/16,,,,,機器調整,要望,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,11,2025/6/11,QEE31,ZL1489,0:00:00
2025/5/29,田中,,,"パワーメータチェックサイクルの位置を
ｼｰﾙ受取位置→原位置に変更してほしいです
作業性が悪い",変更します,機器調整,要望,2025/5/29,瀬戸,2025/5/29,なし,なし,,,,,,機器調整,要望,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,1,2025/5/29,QEE31,ZL1489,0:00:00
2025/5/29,田中,,,"電源投入時に通信異常発生
ブザーが鳴る",状況確認中。次回発生時に再調査,機器調整,,2025/6/16,釘谷,,,,,,,,,機器調整,,中,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,13,2025/6/16,QEE31,ZL1489,0:00:00
2025/6/10,北川,,,"シャーカットエアブロー用の継手がない
手配お願いします",手配します,機器調整,設計不良,2025/6/11,瀬戸,2025/6/11,無し,2025/6/16,2025/6/16,,,,,機器調整,設計不良,,第1組付課,5FB1527,20635,KZYB1617,革新Liセルウェブ搬送加工　短辺,2,2025/6/11,QEE31,ZL1489,0:00:00
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第1組付課,5FB1531,20636,,枚葉搬送機,1,2000/4/3,QEE33,ZL1490,0:00:00
2025/4/15,竹谷,,,,"取っ手追加
設変番号：B7-3",,,,,2025/4/25,,,,,,,,,,,第1組付課,5FB1531,20636,,枚葉搬送機,9,2025/4/25,QEE33,ZL1490,0:00:00
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,1,2000/4/3,QEE32,ZL1508,QE710
2025/3/26,越智,,,書き出しR・LアンカーBKT曲げによりアンカー穴変形,新規ブラケット作成,据付,設計不良,2025/3/26,磯和,2025/4/12,2025/4/3,2025/4/14,2025/4/14,,,,,据付,設計不良,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,13,2025/4/12,QEE32,ZL1508,QE710
2025/3/21,山下,,HVB231-001,"中間搬送前の黄色フォーク位置（銘板）が
低くくて不安定",黄色フォーク位置（銘板ASZ）を+835mm高く変更,据付,設計不良,2025/4/3,磯和,,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,20,2025/4/17,QEE32,ZL1508,QE710
2025/3/21,山下,,HVB229-001,"中間搬送の黄色フォーク位置（銘板）
WS側に無し（DSのみ）",黄色フォーク位置（銘板ASZ）WS側にも追加,据付,設計不良,2025/4/4,磯和　建吾,,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,20,2025/4/17,QEE32,ZL1508,QE710
2025/3/21,山下,,HUB374-001,"巻出L側の黄色フォーク位置（銘板）
下流側（メイン側）に無し",黄色フォーク位置（銘板ASZ）下流側（メイン側）にも追加,据付,設計不良,2025/4/4,磯和　建吾,,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,20,2025/4/17,QEE32,ZL1508,QE710
2025/3/21,山下,,HUB375-001,"巻出R側の黄色フォーク位置（銘板）
下流側（トンネル部側）に無し",黄色フォーク位置（銘板ASZ）下流側（トンネル部側）にも追加,据付,設計不良,2025/4/4,磯和　建吾,,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,20,2025/4/17,QEE32,ZL1508,QE710
2025/3/21,山下,,HVB228-013,メイン箔継ぎの固定アンカーボルトが底付きする。,現物はワッシャ2枚、正規モデルはボルト長さ修正,据付,設計不良,2025/4/3,大竹　茜,2025/4/9,2025/4/9,,2025/4/9,,,,,据付,設計不良,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,14,2025/4/9,QEE32,ZL1508,QE710
2025/3/31,大竹ゆ,,,ベースジャッキボルトが鉄を使用している。（サスでなくていいのか？）,鉄でOK現状で,据付,,2025/3/31,大竹　茜,,,,2025/0414,,,,,据付,,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,14,2025/4/17,QEE32,ZL1508,QE710
2025/3/31,永田,,,"中間搬送　アンカーブラケットx6見つからない
　　（中間搬送前，巻取　はあり＆取付け済）",手配します,据付,設計不良,2025/4/4,磯和,2025/4/22,,2025/4/21,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,17,2025/4/22,QEE32,ZL1508,QE710
2025/3/31,越智,,,"巻出しL,Rの盤（DS側）シッピングブラケットと
蝶番のブラケットが同時に取り付け不可（Sheet2参照）",制御盤旋回する場面が開発機でないため、現状とさせてください。,据付,設計不良,2025/4/14,大竹　茜,2025/4/15,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,12,2025/4/15,QEE32,ZL1508,QE710
2025/4/2,永田,,,巻き出しL・R扉の内側取っ手を取り付けると扉の開口部が狭くなってしまう。,内側の取手は廃止お願いします、モデルに注記しています,据付,,2025/4/2,大竹　茜,2025/4/15,,,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,10,2025/4/15,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,扉とじ端、電磁ロックに直接負荷かかる（閉じ側のｽﾄｯﾊﾟｰがない,ストッパ追加します,据付,設計不良,2025/4/3,磯和,,,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,大竹ゆ,,,巻出しL側AGV用レーザーセンサ取付位置が正規位置でない,貞宝でAGV使用しないため、現状位置でOKです。,据付,,2025/4/3,大竹　茜,,,,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,大竹ゆ,,,一次エアーの三方弁、操作盤付近になくていいのか？,塗工機にドッキングを見越し、巻取側に配置しています。今回開発機という位置づけで現状とさせてください。,据付,,2025/4/14,大竹　茜,,,,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,巻出しL側の扉内側のボルトの頭とカバーが干渉している,樹脂取り付けボルトを低頭に変更します,据付,,2025/4/3,"大竹あ
上倉",,,,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,上倉,,,中間搬送　E6制御盤の支え　斜めのアルミフレームが黄色の焼付塗装になっている,白アルマイト塗装のものを手配します。,据付,,2025/4/4,山本,,2025/4/4,2025/4/14,2025/4/16,,,,,据付,,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,スライド扉下側の動作ガタが大きくエアシリンダの破損につながらないか,スライド扉上下連結ブラケット手配します,据付,,2025/4/3,磯和,,2025/4/9,2025/4/18,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,巻出しRのWS側下側扉の内側がカバーに干渉する,内側の取手は廃止お願いします、モデルに注記しています,据付,設計不良,2025/4/14,大竹　茜,,2025/4/14,,,,,,,据付,設計不良,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,巻出しLR下部の扉に取っ手がないため開け閉めがやりにくい,"貞宝暫定では上下扉を連結
本対策は改造で織り込み",据付,,2025/4/3,磯和,,2025/4/9,2025/4/18,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,佐藤,,,巻出しRとメイン箔継のカバーに隙間がある、巻き出しR側のカバーが重さでたわんでいる,"隙間管理に関して、生技と議論します。いったん現状でお願いします
R側のカバーたわみは上に走っているフレームと固定するプレート手配します。",据付,,2025/4/3,"大竹あ
磯和",,2025/4/9,2025/4/18,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/3,大竹ゆ,,,設備間の隙間カバーなし,隙間管理に関して、生技と議論します。いったん現状でお願いします,据付,,2025/4/14,大竹　茜,,,,,,,,,据付,,中,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,11,2025/4/17,QEE32,ZL1508,QE710
2025/4/7,山脇,VGK374,,"メイン箔継部の観音開き扉　フットストッパなし8ヶ所
追加手配お願いします",手配します。,据付,,2025/4/9,磯和　建吾,,2025/4/9,2025/4/18,,,,,,据付,,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,9,2025/4/17,QEE32,ZL1508,QE710
2025/4/8,大竹ゆ,,,巻出しR、配線BKTとアルミフレーム梁が干渉,巻出しLの梁と交換⇒3D上に反映します。,配線,,2025/4/9,磯和　建吾,,2025/4/9,,2025/4/9,,,,,配線,,,第1組付課,9W70324,20246,,革新Li巻出オートスプライス開発,8,2025/4/17,QEE32,ZL1508,QE710
